id,stateid,state_name,uplift_pct,cost,Comment,cash_transfer,food_subsidy,training_program,nrega_program
95405100,9,Himachal Pradesh,15.89%,9800,Uplifted 15.89% in Himachal Pradesh due to Cash Transfer (700) + Training Program (1) + Nrega Program (1) for 9 months.,700,0,1,1
232006100,23,Telangana,15.89%,9600,Uplifted 15.89% in Telangana due to Cash Transfer (700) + Food Subsidy (200) + Nrega Program (1) for 9 months.,700,200,0,1
967020201,9,Himachal Pradesh,15.89%,14550,Uplifted 15.89% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
80507200,8,Haryana,15.89%,14550,Uplifted 15.89% in Haryana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
505050101,5,Chhattisgarh,15.88%,14550,Uplifted 15.88% in Chhattisgarh due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
291007200,29,Chandigarh,15.88%,16550,Uplifted 15.88% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
2913060201,29,Chandigarh,15.88%,12300,Uplifted 15.88% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
2107030111,21,Rajasthan,15.88%,16550,Uplifted 15.88% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
95902100,9,Himachal Pradesh,15.84%,15900,Uplifted 15.84% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
340003100,34,Puducherry,15.84%,14550,Uplifted 15.84% in Puducherry due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
710320101,7,Gujarat,15.83%,13200,Uplifted 15.83% in Gujarat due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
212901111,21,Rajasthan,15.82%,12500,Uplifted 15.82% in Rajasthan due to Cash Transfer (700) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,700,300,1,1
232303121,23,Telangana,15.81%,10500,Uplifted 15.81% in Telangana due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
704010209,7,Gujarat,15.8%,15900,Uplifted 15.8% in Gujarat due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
832080201,8,Haryana,15.79%,11850,Uplifted 15.79% in Haryana due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
962020101,9,Himachal Pradesh,15.79%,11700,Uplifted 15.79% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (300) for 9 months.,1000,300,0,0
1817070101,18,Nagaland,15.79%,10500,Uplifted 15.79% in Nagaland due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
1909210111,19,Odisha,15.76%,14550,Uplifted 15.76% in Odisha due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
290201200,29,Chandigarh,15.76%,11850,Uplifted 15.76% in Chandigarh due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
212106100,21,Rajasthan,15.76%,12500,Uplifted 15.76% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
608060201,6,Goa,15.75%,14550,Uplifted 15.75% in Goa due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
1002070102,10,Jharkhand,15.75%,14550,Uplifted 15.75% in Jharkhand due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
190601132,19,Odisha,15.75%,14550,Uplifted 15.75% in Odisha due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
242004211,24,Tripura,15.74%,12050,Uplifted 15.74% in Tripura due to Cash Transfer (500) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,500,450,1,1
96504100,9,Himachal Pradesh,15.74%,14300,Uplifted 15.74% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
102070101,1,Andhra Pradesh,15.74%,8900,Uplifted 15.74% in Andhra Pradesh due to Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,0,600,1,1
170008200,17,Mizoram,15.73%,15200,Uplifted 15.73% in Mizoram due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
11204100,1,Andhra Pradesh,15.72%,14300,Uplifted 15.72% in Andhra Pradesh due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
270601211,27,West Bengal,15.72%,14550,Uplifted 15.72% in West Bengal due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
1602030101,16,Meghalaya,15.72%,13200,Uplifted 15.72% in Meghalaya due to Cash Transfer (1000) + Food Subsidy (300) + Nrega Program (1) for 9 months.,1000,300,0,1
60502111,6,Goa,15.71%,6000,Uplifted 15.71% in Goa due to Cash Transfer (500) + Nrega Program (1) for 9 months.,500,0,0,1
90602200,9,Himachal Pradesh,15.71%,14300,Uplifted 15.71% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
968020201,9,Himachal Pradesh,15.7%,14550,Uplifted 15.7% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2201030102,22,Tamil Nadu,15.7%,14550,Uplifted 15.7% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
80611100,8,Haryana,15.7%,13700,Uplifted 15.7% in Haryana due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) for 9 months.,1000,300,1,0
130006100,13,Madhya Pradesh,15.69%,16550,Uplifted 15.69% in Madhya Pradesh due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
90405200,9,Himachal Pradesh,15.69%,12300,Uplifted 15.69% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
232301111,23,Telangana,15.68%,13200,Uplifted 15.68% in Telangana due to Cash Transfer (1000) + Food Subsidy (300) + Nrega Program (1) for 9 months.,1000,300,0,1
513020111,5,Chhattisgarh,15.67%,15900,Uplifted 15.67% in Chhattisgarh due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
331506100,33,Lakshadweep,15.67%,13050,Uplifted 15.67% in Lakshadweep due to Cash Transfer (1000) + Food Subsidy (450) for 9 months.,1000,450,0,0
320514111,32,Delhi,15.67%,12500,Uplifted 15.67% in Delhi due to Cash Transfer (700) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,700,300,1,1
233701111,23,Telangana,15.67%,15200,Uplifted 15.67% in Telangana due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
1917070101,19,Odisha,15.67%,13200,Uplifted 15.67% in Odisha due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
2305070101,23,Telangana,15.67%,15900,Uplifted 15.67% in Telangana due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
280402212,28,Andaman and Nicobar Islands,15.66%,14550,Uplifted 15.66% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
3312180201,33,Lakshadweep,15.66%,15900,Uplifted 15.66% in Lakshadweep due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
2822060101,28,Andaman and Nicobar Islands,15.65%,14300,Uplifted 15.65% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
140001100,14,Maharashtra,15.65%,10500,Uplifted 15.65% in Maharashtra due to Cash Transfer (1000) + Nrega Program (1) for 9 months.,1000,0,0,1
191002112,19,Odisha,15.64%,14550,Uplifted 15.64% in Odisha due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
230901111,23,Telangana,15.64%,13850,Uplifted 15.64% in Telangana due to Cash Transfer (700) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,700,450,1,1
101402111,10,Jharkhand,15.61%,13200,Uplifted 15.61% in Jharkhand due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
965080101,9,Himachal Pradesh,15.61%,14550,Uplifted 15.61% in Himachal Pradesh due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
81503111,8,Haryana,15.6%,16550,Uplifted 15.6% in Haryana due to Cash Transfer (1000) + Food Subsidy (450) + Training Program (1) + Nrega Program (1) for 9 months.,1000,450,1,1
80502111,8,Haryana,15.59%,14550,Uplifted 15.59% in Haryana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2907020201,29,Chandigarh,15.59%,11850,Uplifted 15.59% in Chandigarh due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
951020101,9,Himachal Pradesh,15.58%,13200,Uplifted 15.58% in Himachal Pradesh due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
815040111,8,Haryana,15.57%,11850,Uplifted 15.57% in Haryana due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
1909070201,19,Odisha,15.57%,15900,Uplifted 15.57% in Odisha due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
2723130101,27,West Bengal,15.56%,13200,Uplifted 15.56% in West Bengal due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
273007200,27,West Bengal,15.55%,15200,Uplifted 15.55% in West Bengal due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
2211050101,22,Tamil Nadu,15.54%,15900,Uplifted 15.54% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
230205100,23,Telangana,15.53%,14550,Uplifted 15.53% in Telangana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
2336030101,23,Telangana,15.53%,15900,Uplifted 15.53% in Telangana due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
82004111,8,Haryana,15.53%,14300,Uplifted 15.53% in Haryana due to Cash Transfer (1000) + Food Subsidy (200) + Training Program (1) + Nrega Program (1) for 9 months.,1000,200,1,1
292609100,29,Chandigarh,15.52%,15900,Uplifted 15.52% in Chandigarh due to Cash Transfer (1000) + Food Subsidy (600) + Nrega Program (1) for 9 months.,1000,600,0,1
271407200,27,West Bengal,15.52%,7800,Uplifted 15.52% in West Bengal due to Cash Transfer (700) + Nrega Program (1) for 9 months.,700,0,0,1
1911080201,19,Odisha,15.52%,13200,Uplifted 15.52% in Odisha due to Cash Transfer (1000) + Food Subsidy (300) + Nrega Program (1) for 9 months.,1000,300,0,1
3315040311,33,Lakshadweep,15.52%,12300,Uplifted 15.52% in Lakshadweep due to Cash Transfer (1000) + Food Subsidy (200) + Nrega Program (1) for 9 months.,1000,200,0,1
2109010311,21,Rajasthan,15.51%,15200,Uplifted 15.51% in Rajasthan due to Cash Transfer (1000) + Food Subsidy (300) + Training Program (1) + Nrega Program (1) for 9 months.,1000,300,1,1
710050109,7,Gujarat,15.5%,17900,Uplifted 15.5% in Gujarat due to Cash Transfer (1000) + Food Subsidy (600) + Training Program (1) + Nrega Program (1) for 9 months.,1000,600,1,1
231001111,23,Telangana,15.5%,14550,Uplifted 15.5% in Telangana due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
305050201,3,Assam,15.49%,14400,Uplifted 15.49% in Assam due to Cash Transfer (1000) + Food Subsidy (600) for 9 months.,1000,600,0,0
302060101,3,Assam,15.49%,13200,Uplifted 15.49% in Assam due to Cash Transfer (1000) + Food Subsidy (300) + Nrega Program (1) for 9 months.,1000,300,0,1
2905020111,29,Chandigarh,15.48%,11850,Uplifted 15.48% in Chandigarh due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
1002070104,10,Jharkhand,15.47%,11850,Uplifted 15.47% in Jharkhand due to Cash Transfer (700) + Food Subsidy (450) + Nrega Program (1) for 9 months.,700,450,0,1
241908200,24,Tripura,15.47%,12500,Uplifted 15.47% in Tripura due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
211501111,21,Rajasthan,15.47%,12500,Uplifted 15.47% in Rajasthan due to Cash Transfer (1000) + Training Program (1) + Nrega Program (1) for 9 months.,1000,0,1,1
282106100,28,Andaman and Nicobar Islands,15.45%,14400,Uplifted 15.45% in Andaman and Nicobar Islands due to Cash Transfer (1000) + Food Subsidy (600) for 9 months.,1000,600,0,0
2204070101,22,Tamil Nadu,15.43%,14550,Uplifted 15.43% in Tamil Nadu due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
61803131,6,Goa,15.43%,13200,Uplifted 15.43% in Goa due to Cash Transfer (700) + Food Subsidy (600) + Nrega Program (1) for 9 months.,700,600,0,1
304050101,3,Assam,15.43%,14550,Uplifted 15.43% in Assam due to Cash Transfer (1000) + Food Subsidy (450) + Nrega Program (1) for 9 months.,1000,450,0,1
